"","t","k"
"741",1740,23
"742",1741,23
"743",1742,23
"744",1743,23
"745",1744,23
"746",1745,23
"747",1746,23
"748",1747,23
"749",1748,23
"750",1749,23
"751",1750,23
"752",1751,23
"753",1752,23
"754",1753,23
"755",1754,23
"756",1755,23
"757",1756,23
"758",1757,23
"759",1758,23
"760",1759,23
"761",1760,23
"762",1761,23
"763",1762,23
"764",1763,23
"765",1764,23
"766",1765,23
"767",1766,23
"768",1767,23
"769",1768,23
"770",1769,23
"771",1770,23
"772",1771,23
"773",1772,23
"774",1773,23
"775",1774,23
"776",1775,23
"777",1776,23
"778",1777,23
"779",1778,23
"780",1779,23
"781",1780,23
"782",1781,23
"783",1782,23
"784",1783,23
"785",1784,23
"786",1785,23
"787",1786,23
"788",1787,23
"789",1788,23
"790",1789,23
"791",1790,23
"792",1791,23
"793",1792,23
"794",1793,23
"795",1794,23
"796",1795,23
"797",1796,23
"798",1797,23
"799",1798,23
"800",1799,23
"801",1800,23
"802",1801,23
"803",1802,23
"804",1803,23
"805",1804,23
"806",1805,23
"807",1806,23
"808",1807,23
"809",1808,23
"810",1809,23
"811",1810,23
"812",1811,23
"813",1812,23
"814",1813,23
"815",1814,23
"816",1815,23
"817",1816,23
"818",1817,23
"819",1818,23
"820",1819,23
"821",1820,23
"822",1821,23
"823",1822,23
"824",1823,23
"825",1824,23
"826",1825,23
"827",1826,23
"828",1827,23
"829",1828,23
"830",1829,23
"831",1830,23
"832",1831,23
"833",1832,23
"834",1833,23
"835",1834,23
"836",1835,23
"837",1836,23
"838",1837,23
"839",1838,23
"840",1839,23
"841",1840,23
"842",1841,23
"843",1842,23
"844",1843,23
"845",1844,23
"846",1845,23
"847",1846,23
"848",1847,23
"849",1848,23
"850",1849,23
"851",1850,23
"852",1851,23
"853",1852,23
"854",1853,23
"855",1854,23
"856",1855,23
"857",1856,23
"858",1857,23
"859",1858,23
"860",1859,23
"861",1860,23
"862",1861,23
"863",1862,23
"864",1863,23
"865",1864,23
"866",1865,23
"867",1866,23
"868",1867,23
"869",1868,23
"870",1869,23
"871",1870,23
"872",1871,23
"873",1872,23
"874",1873,23
"875",1874,23
"876",1875,23
"877",1876,23
"878",1877,23
"879",1878,23
"880",1879,23
"881",1880,23
"882",1881,23
"883",1882,23
"884",1883,23
"885",1884,23
"886",1885,23
"887",1886,23
"888",1887,23
"889",1888,23
"890",1889,23
"891",1890,23
"892",1891,23
"893",1892,23
"894",1893,23
"895",1894,23
"896",1895,23
"897",1896,23
"898",1897,23
"899",1898,23
"900",1899,23
"901",1900,23
"902",1901,23
"903",1902,23
"904",1903,23
"905",1904,23
"906",1905,23
"907",1906,23
"908",1907,23
"909",1908,23
"910",1909,23
"911",1910,23
"912",1911,23
"913",1912,23
"914",1913,23
"915",1914,23
"916",1915,23
"917",1916,23
"918",1917,23
"919",1918,23
"920",1919,23
"921",1920,23
"922",1921,23
"923",1922,23
"924",1923,23
"925",1924,23
"926",1925,23
"927",1926,23
"928",1927,23
"929",1928,23
"930",1929,23
"931",1930,23
"932",1931,23
"933",1932,23
"934",1933,23
"935",1934,23
"936",1935,23
"937",1936,23
"938",1937,23
"939",1938,23
"940",1939,23
"941",1940,23
"942",1941,23
"943",1942,23
"944",1943,23
"945",1944,23
"946",1945,23
"947",1946,23
"948",1947,23
"949",1948,23
"950",1949,23
"951",1950,23
"952",1951,23
"953",1952,23
"954",1953,23
"955",1954,23
"956",1955,23
"957",1956,23
"958",1957,23
"959",1958,23
"960",1959,23
"961",1960,23
"962",1961,23
"963",1962,23
"964",1963,23
"965",1964,23
"966",1965,23
"967",1966,23
"968",1967,23
"969",1968,23
"970",1969,23
"971",1970,23
"972",1971,23
"973",1972,23
"974",1973,23
"975",1974,23
"976",1975,23
"977",1976,23
"978",1977,23
"979",1978,23
"980",1979,23
"981",1980,23
"982",1981,23
"983",1982,23
"984",1983,23
"985",1984,23
"986",1985,23
"987",1986,23
"988",1987,23
"989",1988,23
"990",1989,23
"991",1990,23
"992",1991,23
"993",1992,23
"994",1993,23
"995",1994,23
"996",1995,23
"997",1996,23
"998",1997,23
"999",1998,23
"1000",1999,23
"1001",2000,23
"1002",2001,23
"1003",2002,23
"1004",2003,23
"1005",2004,23
"1006",2005,23
"1007",2006,23
"1008",2007,23
"1009",2008,23
"1010",2009,23
"1011",2010,23
"1012",2011,23
"1013",2012,23
"1014",2013,23
"1015",2014,23
"1016",2015,23
"1017",2016,23
"1018",2017,23
"1019",2018,23
"1020",2019,23
"1021",2020,23
"1022",2021,23
"1023",2022,23
"1024",2023,23
"1025",2024,23
"1026",2025,23
"1027",2026,23
"1028",2027,23
"1029",2028,23
"1030",2029,23
"1031",2030,23
"1032",2031,23
"1033",2032,23
"1034",2033,23
"1035",2034,23
"1036",2035,23
"1037",2036,23
"1038",2037,23
"1039",2038,23
"1040",2039,23
"1041",2040,23
"1042",2041,23
"1043",2042,23
"1044",2043,23
"1045",2044,23
"1046",2045,23
"1047",2046,23
"1048",2047,23
"1049",2048,23
"1050",2049,23
"1051",2050,23
"1052",2051,23
"1053",2052,23
"1054",2053,23
"1055",2054,23
"1056",2055,23
"1057",2056,23
"1058",2057,23
"1059",2058,23
"1060",2059,23
"1061",2060,23
"1062",2061,23
"1063",2062,23
"1064",2063,23
"1065",2064,23
"1066",2065,23
"1067",2066,23
"1068",2067,23
"1069",2068,23
"1070",2069,23
"1071",2070,23
"1072",2071,23
"1073",2072,23
"1074",2073,23
"1075",2074,23
"1076",2075,23
"1077",2076,23
"1078",2077,23
"1079",2078,23
"1080",2079,23
"1081",2080,23
"1082",2081,23
"1083",2082,23
"1084",2083,23
"1085",2084,23
"1086",2085,23
"1087",2086,23
"1088",2087,23
"1089",2088,23
"1090",2089,23
"1091",2090,23
"1092",2091,23
"1093",2092,23
"1094",2093,23
"1095",2094,23
"1096",2095,23
"1097",2096,23
"1098",2097,23
"1099",2098,23
"1100",2099,23
"1101",2100,23
"1102",2101,23
"1103",2102,23
"1104",2103,23
"1105",2104,23
"1106",2105,23
"1107",2106,23
"1108",2107,23
"1109",2108,23
"1110",2109,23
"1111",2110,23
"1112",2111,23
"1113",2112,23
"1114",2113,23
"1115",2114,23
"1116",2115,23
"1117",2116,23
"1118",2117,23
"1119",2118,23
"1120",2119,23
"1121",2120,23
"1122",2121,23
"1123",2122,23
"1124",2123,23
"1125",2124,23
"1126",2125,23
"1127",2126,23
"1128",2127,23
"1129",2128,23
"1130",2129,23
"1131",2130,23
"1132",2131,23
"1133",2132,23
"1134",2133,23
"1135",2134,23
"1136",2135,23
"1137",2136,23
"1138",2137,23
"1139",2138,23
"1140",2139,23
"1141",2140,23
"1142",2141,23
"1143",2142,23
"1144",2143,23
"1145",2144,23
"1146",2145,23
"1147",2146,23
"1148",2147,23
"1149",2148,23
"1150",2149,23
"1151",2150,23
"1152",2151,23
"1153",2152,23
"1154",2153,23
"1155",2154,23
"1156",2155,23
"1157",2156,23
"1158",2157,23
"1159",2158,23
"1160",2159,23
"1161",2160,23
"1162",2161,23
"1163",2162,23
"1164",2163,23
"1165",2164,23
"1166",2165,23
"1167",2166,23
"1168",2167,23
"1169",2168,23
"1170",2169,23
"1171",2170,23
"1172",2171,23
"1173",2172,23
"1174",2173,23
"1175",2174,23
"1176",2175,23
"1177",2176,23
"1178",2177,23
"1179",2178,23
"1180",2179,23
"1181",2180,23
"1182",2181,23
"1183",2182,23
"1184",2183,23
"1185",2184,23
"1186",2185,23
"1187",2186,23
"1188",2187,23
"1189",2188,23
"1190",2189,23
"1191",2190,23
"1192",2191,23
"1193",2192,23
"1194",2193,23
"1195",2194,23
"1196",2195,23
"1197",2196,23
"1198",2197,23
"1199",2198,23
"1200",2199,23
"1201",2200,23
"1202",2201,23
"1203",2202,23
"1204",2203,23
"1205",2204,23
"1206",2205,23
"1207",2206,23
"1208",2207,23
"1209",2208,23
"1210",2209,23
"1211",2210,23
"1212",2211,23
"1213",2212,23
"1214",2213,23
"1215",2214,23
"1216",2215,23
"1217",2216,23
"1218",2217,23
"1219",2218,23
"1220",2219,23
"1221",2220,23
