"","node","t","k"
"128708",1000,33176,30
"128712",1000,33177,30
"128716",1000,33178,30
"128720",1000,33179,30
"128724",1000,33180,30
"128728",1000,33181,30
"128732",1000,33182,30
"128736",1000,33183,30
"128740",1000,33184,30
"128744",1000,33185,30
"128748",1000,33186,30
"128752",1000,33187,30
"128756",1000,33188,30
"128760",1000,33189,30
"128764",1000,33190,30
"128768",1000,33191,30
"128772",1000,33192,30
"128776",1000,33193,30
"128780",1000,33194,30
"128784",1000,33195,30
"128788",1000,33196,30
"128792",1000,33197,30
"128796",1000,33198,30
"128800",1000,33199,30
"128804",1000,33200,30
"128808",1000,33201,30
"128812",1000,33202,30
"128816",1000,33203,30
"128820",1000,33204,30
"128824",1000,33205,30
"128828",1000,33206,30
"128832",1000,33207,30
"128836",1000,33208,30
"128840",1000,33209,30
"128844",1000,33210,30
"128848",1000,33211,30
"128852",1000,33212,30
"128856",1000,33213,30
"128860",1000,33214,30
"128864",1000,33215,30
"128868",1000,33216,30
"128872",1000,33217,30
"128876",1000,33218,30
"128880",1000,33219,30
"128884",1000,33220,30
"128888",1000,33221,30
"128892",1000,33222,30
"128896",1000,33223,30
"128900",1000,33224,30
"128904",1000,33225,30
"128908",1000,33226,30
"128912",1000,33227,30
"128916",1000,33228,30
"128920",1000,33229,30
"128924",1000,33230,30
"128928",1000,33231,30
"128932",1000,33232,30
"128936",1000,33233,30
"128940",1000,33234,30
"128944",1000,33235,30
"128948",1000,33236,30
"128952",1000,33237,30
"128956",1000,33238,30
"128960",1000,33239,30
"128964",1000,33240,30
"128968",1000,33241,30
"128972",1000,33242,30
"128976",1000,33243,30
"128980",1000,33244,30
"128984",1000,33245,30
"128988",1000,33246,30
"128992",1000,33247,30
"128996",1000,33248,30
"129000",1000,33249,30
"129004",1000,33250,30
"129008",1000,33251,30
"129012",1000,33252,30
"129016",1000,33253,30
"129020",1000,33254,30
"129024",1000,33255,30
"129028",1000,33256,30
"129032",1000,33257,30
"129036",1000,33258,30
"129040",1000,33259,30
"129044",1000,33260,30
"129048",1000,33261,30
"129052",1000,33262,30
"129056",1000,33263,30
"129060",1000,33264,30
"129064",1000,33265,30
"129068",1000,33266,30
"129072",1000,33267,30
"129076",1000,33268,30
"129080",1000,33269,30
"129084",1000,33270,30
"129088",1000,33271,30
"129092",1000,33272,30
"129096",1000,33273,30
"129100",1000,33274,30
"129104",1000,33275,30
"129108",1000,33276,30
"129112",1000,33277,30
"129116",1000,33278,30
"129120",1000,33279,30
"129124",1000,33280,30
"129128",1000,33281,30
"129132",1000,33282,30
"129136",1000,33283,30
"129140",1000,33284,30
"129144",1000,33285,30
"129148",1000,33286,30
"129152",1000,33287,30
"129156",1000,33288,30
"129160",1000,33289,30
"129164",1000,33290,30
"129168",1000,33291,30
"129172",1000,33292,30
"129176",1000,33293,30
"129180",1000,33294,30
"129184",1000,33295,30
"129188",1000,33296,30
"129192",1000,33297,30
"129196",1000,33298,30
"129200",1000,33299,30
"129204",1000,33300,30
"129208",1000,33301,30
"129212",1000,33302,30
"129216",1000,33303,30
"129220",1000,33304,30
"129224",1000,33305,30
"129228",1000,33306,30
"129232",1000,33307,30
"129236",1000,33308,30
"129240",1000,33309,30
"129244",1000,33310,30
"129248",1000,33311,30
"129252",1000,33312,30
"129256",1000,33313,30
"129260",1000,33314,30
"129264",1000,33315,30
"129268",1000,33316,30
"129272",1000,33317,30
"129276",1000,33318,30
"129280",1000,33319,30
"129284",1000,33320,30
"129288",1000,33321,30
"129292",1000,33322,30
"129296",1000,33323,30
"129300",1000,33324,30
"129304",1000,33325,30
"129308",1000,33326,30
"129312",1000,33327,30
"129316",1000,33328,30
"129320",1000,33329,30
"129324",1000,33330,30
"129328",1000,33331,30
"129332",1000,33332,30
"129336",1000,33333,30
"129340",1000,33334,30
"129344",1000,33335,30
"129348",1000,33336,30
"129352",1000,33337,30
"129356",1000,33338,30
"129360",1000,33339,30
"129364",1000,33340,30
"129368",1000,33341,30
"129372",1000,33342,30
"129376",1000,33343,30
"129380",1000,33344,30
"129384",1000,33345,30
"129388",1000,33346,30
"129392",1000,33347,30
"129396",1000,33348,30
"129400",1000,33349,30
"129404",1000,33350,30
"129408",1000,33351,30
"129412",1000,33352,30
"129416",1000,33353,30
"129420",1000,33354,30
"129424",1000,33355,30
"129428",1000,33356,30
"129432",1000,33357,30
"129436",1000,33358,30
"129440",1000,33359,30
"129444",1000,33360,30
"129448",1000,33361,30
"129452",1000,33362,30
"129456",1000,33363,30
"129460",1000,33364,30
"129464",1000,33365,30
"129468",1000,33366,30
"129472",1000,33367,30
"129476",1000,33368,30
"129480",1000,33369,30
"129484",1000,33370,30
"129488",1000,33371,30
"129492",1000,33372,30
"129496",1000,33373,30
"129500",1000,33374,30
"129504",1000,33375,30
"129508",1000,33376,30
"129512",1000,33377,30
"129516",1000,33378,30
"129520",1000,33379,30
"129524",1000,33380,30
"129528",1000,33381,30
"129532",1000,33382,30
"129536",1000,33383,30
"129540",1000,33384,30
"129544",1000,33385,30
"129548",1000,33386,30
"129552",1000,33387,30
"129556",1000,33388,30
"129560",1000,33389,30
"129564",1000,33390,30
"129568",1000,33391,30
"129572",1000,33392,30
"129576",1000,33393,30
"129580",1000,33394,30
"129584",1000,33395,30
"129588",1000,33396,30
"129592",1000,33397,30
"129596",1000,33398,30
"129600",1000,33399,30
"129604",1000,33400,30
"129608",1000,33401,30
"129612",1000,33402,30
"129616",1000,33403,30
"129620",1000,33404,30
"129624",1000,33405,30
"129628",1000,33406,30
"129632",1000,33407,30
"129636",1000,33408,30
"129640",1000,33409,30
"129644",1000,33410,30
"129648",1000,33411,30
"129652",1000,33412,30
"129656",1000,33413,30
"129660",1000,33414,30
"129664",1000,33415,30
"129668",1000,33416,30
"129672",1000,33417,30
"129676",1000,33418,30
"129680",1000,33419,30
"129684",1000,33420,30
"129688",1000,33421,30
"129692",1000,33422,30
"129696",1000,33423,30
"129700",1000,33424,30
"129704",1000,33425,30
"129708",1000,33426,30
"129712",1000,33427,30
"129716",1000,33428,30
"129720",1000,33429,30
"129724",1000,33430,30
"129728",1000,33431,30
"129732",1000,33432,30
"129736",1000,33433,30
"129740",1000,33434,30
"129744",1000,33435,30
"129748",1000,33436,30
"129752",1000,33437,30
"129756",1000,33438,30
"129760",1000,33439,30
"129764",1000,33440,30
"129768",1000,33441,30
"129772",1000,33442,30
"129776",1000,33443,30
"129780",1000,33444,30
"129784",1000,33445,30
"129788",1000,33446,30
"129792",1000,33447,30
"129796",1000,33448,30
"129800",1000,33449,30
"129804",1000,33450,30
"129808",1000,33451,30
"129812",1000,33452,30
"129816",1000,33453,30
"129820",1000,33454,30
"129824",1000,33455,30
"129828",1000,33456,30
"129832",1000,33457,30
"129836",1000,33458,30
"129840",1000,33459,30
"129844",1000,33460,30
"129848",1000,33461,30
"129852",1000,33462,30
"129856",1000,33463,30
"129860",1000,33464,30
"129864",1000,33465,30
"129868",1000,33466,30
"129872",1000,33467,30
"129876",1000,33468,30
"129880",1000,33469,30
"129884",1000,33470,30
"129888",1000,33471,30
"129892",1000,33472,30
"129896",1000,33473,30
"129900",1000,33474,30
"129904",1000,33475,30
"129908",1000,33476,30
"129912",1000,33477,30
"129916",1000,33478,30
"129920",1000,33479,30
"129924",1000,33480,30
"129928",1000,33481,30
"129932",1000,33482,30
"129936",1000,33483,30
"129940",1000,33484,30
"129944",1000,33485,30
"129948",1000,33486,30
"129952",1000,33487,30
"129956",1000,33488,30
"129960",1000,33489,30
"129964",1000,33490,30
"129968",1000,33491,30
"129972",1000,33492,30
"129976",1000,33493,30
"129980",1000,33494,30
"129984",1000,33495,30
"129988",1000,33496,30
"129992",1000,33497,30
"129996",1000,33498,30
"130000",1000,33499,30
"130004",1000,33500,30
"130008",1000,33501,30
"130012",1000,33502,30
"130016",1000,33503,30
"130020",1000,33504,30
"130024",1000,33505,30
"130028",1000,33506,30
"130032",1000,33507,30
"130036",1000,33508,30
"130040",1000,33509,30
"130044",1000,33510,30
"130048",1000,33511,30
"130052",1000,33512,30
"130056",1000,33513,30
"130060",1000,33514,30
"130064",1000,33515,30
"130068",1000,33516,30
"130072",1000,33517,30
"130076",1000,33518,30
"130080",1000,33519,30
"130084",1000,33520,30
"130088",1000,33521,30
"130092",1000,33522,30
"130096",1000,33523,30
"130100",1000,33524,30
"130104",1000,33525,30
"130108",1000,33526,30
"130112",1000,33527,30
"130116",1000,33528,30
"130120",1000,33529,30
"130124",1000,33530,30
"130128",1000,33531,30
"130132",1000,33532,30
"130136",1000,33533,30
"130140",1000,33534,30
"130144",1000,33535,30
"130148",1000,33536,30
"130152",1000,33537,30
"130156",1000,33538,30
"130160",1000,33539,30
"130164",1000,33540,30
"130168",1000,33541,30
"130172",1000,33542,30
"130176",1000,33543,30
"130180",1000,33544,30
"130184",1000,33545,30
"130188",1000,33546,30
"130192",1000,33547,30
"130196",1000,33548,30
"130200",1000,33549,30
"130204",1000,33550,30
"130208",1000,33551,30
"130212",1000,33552,30
"130216",1000,33553,30
"130220",1000,33554,30
"130224",1000,33555,30
"130228",1000,33556,30
"130232",1000,33557,30
"130236",1000,33558,30
"130240",1000,33559,30
"130244",1000,33560,30
"130248",1000,33561,30
"130252",1000,33562,30
"130256",1000,33563,30
"130260",1000,33564,30
"130264",1000,33565,30
"130268",1000,33566,30
"130272",1000,33567,30
"130276",1000,33568,30
"130280",1000,33569,30
"130284",1000,33570,30
"130288",1000,33571,30
"130292",1000,33572,30
"130296",1000,33573,30
"130300",1000,33574,30
"130304",1000,33575,30
"130308",1000,33576,30
"130312",1000,33577,30
"130316",1000,33578,30
"130320",1000,33579,30
"130324",1000,33580,30
"130328",1000,33581,30
"130332",1000,33582,30
"130336",1000,33583,30
"130340",1000,33584,30
"130344",1000,33585,30
"130348",1000,33586,30
"130352",1000,33587,30
"130356",1000,33588,30
"130360",1000,33589,30
"130364",1000,33590,30
"130368",1000,33591,30
"130372",1000,33592,30
"130376",1000,33593,30
"130380",1000,33594,30
"130384",1000,33595,30
"130388",1000,33596,30
"130392",1000,33597,30
"130396",1000,33598,30
"130400",1000,33599,30
"130404",1000,33600,30
"130408",1000,33601,30
"130412",1000,33602,30
"130416",1000,33603,30
"130420",1000,33604,30
"130424",1000,33605,30
"130428",1000,33606,30
"130432",1000,33607,30
"130436",1000,33608,30
"130440",1000,33609,30
"130444",1000,33610,30
"130448",1000,33611,30
"130452",1000,33612,30
"130456",1000,33613,30
"130460",1000,33614,30
"130464",1000,33615,30
"130468",1000,33616,30
"130472",1000,33617,30
"130476",1000,33618,30
"130480",1000,33619,30
"130484",1000,33620,30
"130488",1000,33621,30
"130492",1000,33622,30
"130496",1000,33623,30
"130500",1000,33624,30
"130504",1000,33625,30
"130508",1000,33626,30
"130512",1000,33627,30
"130516",1000,33628,30
"130520",1000,33629,30
"130524",1000,33630,30
"130528",1000,33631,30
"130532",1000,33632,30
"130536",1000,33633,30
"130540",1000,33634,30
"130544",1000,33635,30
"130548",1000,33636,30
"130552",1000,33637,30
"130556",1000,33638,30
"130560",1000,33639,30
"130564",1000,33640,30
"130568",1000,33641,30
"130572",1000,33642,30
"130576",1000,33643,30
"130580",1000,33644,30
"130584",1000,33645,30
"130588",1000,33646,30
"130592",1000,33647,30
"130596",1000,33648,30
"130600",1000,33649,30
"130604",1000,33650,30
"130608",1000,33651,30
"130612",1000,33652,30
"130616",1000,33653,30
"130620",1000,33654,30
"130624",1000,33655,30
"130628",1000,33656,30
"130632",1000,33657,30
"130636",1000,33658,30
"130640",1000,33659,30
"130644",1000,33660,30
"130648",1000,33661,30
"130652",1000,33662,30
"130656",1000,33663,30
"130660",1000,33664,30
"130664",1000,33665,30
"130668",1000,33666,30
"130672",1000,33667,30
"130676",1000,33668,30
"130680",1000,33669,30
"130684",1000,33670,30
"130688",1000,33671,30
"130692",1000,33672,30
"130696",1000,33673,30
"130700",1000,33674,30
"130704",1000,33675,30
"130708",1000,33676,30
"130712",1000,33677,30
"130716",1000,33678,30
"130720",1000,33679,30
"130724",1000,33680,30
"130728",1000,33681,30
"130732",1000,33682,30
"130736",1000,33683,30
"130740",1000,33684,30
"130744",1000,33685,30
"130748",1000,33686,30
"130752",1000,33687,30
"130756",1000,33688,30
"130760",1000,33689,30
"130764",1000,33690,30
"130768",1000,33691,30
"130772",1000,33692,30
"130776",1000,33693,30
"130780",1000,33694,30
"130784",1000,33695,30
"130788",1000,33696,30
"130792",1000,33697,30
"130796",1000,33698,30
"130800",1000,33699,30
"130804",1000,33700,30
"130808",1000,33701,30
"130812",1000,33702,30
"130816",1000,33703,30
"130820",1000,33704,30
"130824",1000,33705,30
"130828",1000,33706,30
"130832",1000,33707,30
"130836",1000,33708,30
"130840",1000,33709,30
"130844",1000,33710,30
"130848",1000,33711,30
"130852",1000,33712,30
"130856",1000,33713,30
"130860",1000,33714,30
"130864",1000,33715,30
"130868",1000,33716,30
"130872",1000,33717,30
"130876",1000,33718,30
"130880",1000,33719,30
"130884",1000,33720,30
"130888",1000,33721,30
"130892",1000,33722,30
"130896",1000,33723,30
"130900",1000,33724,30
"130904",1000,33725,30
"130908",1000,33726,30
"130912",1000,33727,30
"130916",1000,33728,30
"130920",1000,33729,30
"130924",1000,33730,30
"130928",1000,33731,30
"130932",1000,33732,30
"130936",1000,33733,30
"130940",1000,33734,30
"130944",1000,33735,30
"130948",1000,33736,30
"130952",1000,33737,30
"130956",1000,33738,30
"130960",1000,33739,30
"130964",1000,33740,30
"130968",1000,33741,30
"130972",1000,33742,30
"130976",1000,33743,30
"130980",1000,33744,30
"130984",1000,33745,30
"130988",1000,33746,30
"130992",1000,33747,30
"130996",1000,33748,30
"131000",1000,33749,30
"131004",1000,33750,30
"131008",1000,33751,30
"131012",1000,33752,30
"131016",1000,33753,30
"131020",1000,33754,30
"131024",1000,33755,30
"131028",1000,33756,30
"131032",1000,33757,30
"131036",1000,33758,30
"131040",1000,33759,30
"131044",1000,33760,30
"131048",1000,33761,30
"131052",1000,33762,30
"131056",1000,33763,30
"131060",1000,33764,30
"131064",1000,33765,30
"131068",1000,33766,30
"131072",1000,33767,30
"131076",1000,33768,30
"131080",1000,33769,30
"131084",1000,33770,30
"131088",1000,33771,30
"131092",1000,33772,30
"131096",1000,33773,30
"131100",1000,33774,30
"131104",1000,33775,30
"131108",1000,33776,30
"131112",1000,33777,30
"131116",1000,33778,30
"131120",1000,33779,30
"131124",1000,33780,30
"131128",1000,33781,30
"131132",1000,33782,30
"131136",1000,33783,30
"131140",1000,33784,30
"131144",1000,33785,30
"131148",1000,33786,30
"131152",1000,33787,30
"131156",1000,33788,30
"131160",1000,33789,30
"131164",1000,33790,30
"131168",1000,33791,30
"131172",1000,33792,30
"131176",1000,33793,30
"131180",1000,33794,30
"131184",1000,33795,30
"131188",1000,33796,30
"131192",1000,33797,30
"131196",1000,33798,30
"131200",1000,33799,30
"131204",1000,33800,30
"131208",1000,33801,30
"131212",1000,33802,30
"131216",1000,33803,30
"131220",1000,33804,30
"131224",1000,33805,30
"131228",1000,33806,30
"131232",1000,33807,30
"131236",1000,33808,30
"131240",1000,33809,30
"131244",1000,33810,30
"131248",1000,33811,30
"131252",1000,33812,30
"131256",1000,33813,30
"131260",1000,33814,30
"131264",1000,33815,30
"131268",1000,33816,30
"131272",1000,33817,30
"131276",1000,33818,30
"131280",1000,33819,30
"131284",1000,33820,30
"131288",1000,33821,30
"131292",1000,33822,30
"131296",1000,33823,30
"131300",1000,33824,30
"131304",1000,33825,30
"131308",1000,33826,30
"131312",1000,33827,30
"131316",1000,33828,30
"131320",1000,33829,30
"131324",1000,33830,30
"131328",1000,33831,30
"131332",1000,33832,30
"131336",1000,33833,30
"131340",1000,33834,30
"131344",1000,33835,30
"131348",1000,33836,30
"131352",1000,33837,30
"131356",1000,33838,30
"131360",1000,33839,30
"131364",1000,33840,30
"131368",1000,33841,30
"131372",1000,33842,30
"131376",1000,33843,30
"131380",1000,33844,30
"131384",1000,33845,30
"131388",1000,33846,30
"131392",1000,33847,30
"131396",1000,33848,30
"131400",1000,33849,30
"131404",1000,33850,30
"131408",1000,33851,30
"131412",1000,33852,30
"131416",1000,33853,30
"131420",1000,33854,30
"131424",1000,33855,30
"131428",1000,33856,30
"131432",1000,33857,30
"131436",1000,33858,30
"131440",1000,33859,30
"131444",1000,33860,30
"131448",1000,33861,30
"131452",1000,33862,30
"131456",1000,33863,30
"131460",1000,33864,30
"131464",1000,33865,30
"131468",1000,33866,30
"131472",1000,33867,30
"131476",1000,33868,30
"131480",1000,33869,30
"131484",1000,33870,30
"131488",1000,33871,30
"131492",1000,33872,30
"131496",1000,33873,30
"131500",1000,33874,30
"131504",1000,33875,30
"131508",1000,33876,30
"131512",1000,33877,30
"131516",1000,33878,30
"131520",1000,33879,30
"131524",1000,33880,30
"131528",1000,33881,30
"131532",1000,33882,30
"131536",1000,33883,30
"131540",1000,33884,30
"131544",1000,33885,30
"131548",1000,33886,30
"131552",1000,33887,30
"131556",1000,33888,30
"131560",1000,33889,30
"131564",1000,33890,30
"131568",1000,33891,30
"131572",1000,33892,30
"131576",1000,33893,30
"131580",1000,33894,30
"131584",1000,33895,30
"131588",1000,33896,30
"131592",1000,33897,30
"131596",1000,33898,30
"131600",1000,33899,30
"131604",1000,33900,30
"131608",1000,33901,30
"131612",1000,33902,30
"131616",1000,33903,30
"131620",1000,33904,30
"131624",1000,33905,30
"131628",1000,33906,30
"131632",1000,33907,30
"131636",1000,33908,30
"131640",1000,33909,30
"131644",1000,33910,30
"131648",1000,33911,30
"131652",1000,33912,30
"131656",1000,33913,30
"131660",1000,33914,30
"131664",1000,33915,30
"131668",1000,33916,30
"131672",1000,33917,30
"131676",1000,33918,30
"131680",1000,33919,30
"131684",1000,33920,30
"131688",1000,33921,30
"131692",1000,33922,30
"131696",1000,33923,30
"131700",1000,33924,30
"131704",1000,33925,30
"131708",1000,33926,30
"131712",1000,33927,30
"131716",1000,33928,30
"131720",1000,33929,30
"131724",1000,33930,30
"131728",1000,33931,30
"131732",1000,33932,30
"131736",1000,33933,30
"131740",1000,33934,30
"131744",1000,33935,30
"131748",1000,33936,30
"131752",1000,33937,30
"131756",1000,33938,30
"131760",1000,33939,30
"131764",1000,33940,30
"131768",1000,33941,30
"131772",1000,33942,30
"131776",1000,33943,30
"131780",1000,33944,30
"131784",1000,33945,30
"131788",1000,33946,30
"131792",1000,33947,30
"131796",1000,33948,30
"131800",1000,33949,30
"131804",1000,33950,30
"131808",1000,33951,30
"131812",1000,33952,30
"131816",1000,33953,30
"131820",1000,33954,30
"131824",1000,33955,30
"131828",1000,33956,30
"131832",1000,33957,30
"131836",1000,33958,30
"131840",1000,33959,30
"131844",1000,33960,30
"131848",1000,33961,30
"131852",1000,33962,30
"131856",1000,33963,30
"131860",1000,33964,30
"131864",1000,33965,30
"131868",1000,33966,30
"131872",1000,33967,30
"131876",1000,33968,30
"131880",1000,33969,30
"131884",1000,33970,30
"131888",1000,33971,30
"131892",1000,33972,30
"131896",1000,33973,30
"131900",1000,33974,30
"131904",1000,33975,30
"131908",1000,33976,30
"131912",1000,33977,30
"131916",1000,33978,30
"131920",1000,33979,30
"131924",1000,33980,30
"131928",1000,33981,30
"131932",1000,33982,30
"131936",1000,33983,30
"131940",1000,33984,30
"131944",1000,33985,30
"131948",1000,33986,30
"131952",1000,33987,30
"131956",1000,33988,30
"131960",1000,33989,30
"131964",1000,33990,30
"131968",1000,33991,30
"131972",1000,33992,30
"131976",1000,33993,30
"131980",1000,33994,30
"131984",1000,33995,30
"131988",1000,33996,30
"131992",1000,33997,30
"131996",1000,33998,30
"132000",1000,33999,30
"132004",1000,34000,30
"132008",1000,34001,30
"132012",1000,34002,30
"132016",1000,34003,30
"132020",1000,34004,30
"132024",1000,34005,30
"132028",1000,34006,30
"132032",1000,34007,30
"132036",1000,34008,30
"132040",1000,34009,30
"132044",1000,34010,30
"132048",1000,34011,30
"132052",1000,34012,30
"132056",1000,34013,30
"132060",1000,34014,30
"132064",1000,34015,30
"132068",1000,34016,30
"132072",1000,34017,30
"132076",1000,34018,30
"132080",1000,34019,30
"132084",1000,34020,30
"132088",1000,34021,30
"132092",1000,34022,30
"132096",1000,34023,30
"132100",1000,34024,30
"132104",1000,34025,30
"132108",1000,34026,30
"132112",1000,34027,30
"132116",1000,34028,30
"132120",1000,34029,30
"132124",1000,34030,30
"132128",1000,34031,30
"132132",1000,34032,30
"132136",1000,34033,30
"132140",1000,34034,30
"132144",1000,34035,30
"132148",1000,34036,30
"132152",1000,34037,30
"132156",1000,34038,30
"132160",1000,34039,30
"132164",1000,34040,30
"132168",1000,34041,30
"132172",1000,34042,30
"132176",1000,34043,30
"132180",1000,34044,30
"132184",1000,34045,30
"132188",1000,34046,30
"132192",1000,34047,30
"132196",1000,34048,30
"132200",1000,34049,30
"132204",1000,34050,30
"132208",1000,34051,30
"132212",1000,34052,30
"132216",1000,34053,30
"132220",1000,34054,30
"132224",1000,34055,30
"132228",1000,34056,30
"132232",1000,34057,30
"132236",1000,34058,30
"132240",1000,34059,30
"132244",1000,34060,30
"132248",1000,34061,30
"132252",1000,34062,30
"132256",1000,34063,30
"132260",1000,34064,30
"132264",1000,34065,30
"132268",1000,34066,30
"132272",1000,34067,30
"132276",1000,34068,30
"132280",1000,34069,30
"132284",1000,34070,30
"132288",1000,34071,30
"132292",1000,34072,30
"132296",1000,34073,30
"132300",1000,34074,30
"132304",1000,34075,30
"132308",1000,34076,30
"132312",1000,34077,30
"132316",1000,34078,30
"132320",1000,34079,30
"132324",1000,34080,30
"132328",1000,34081,30
"132332",1000,34082,30
"132336",1000,34083,30
"132340",1000,34084,30
"132344",1000,34085,30
"132348",1000,34086,30
"132352",1000,34087,30
"132356",1000,34088,30
"132360",1000,34089,30
"132364",1000,34090,30
"132368",1000,34091,30
"132372",1000,34092,30
"132376",1000,34093,30
"132380",1000,34094,30
"132384",1000,34095,30
"132388",1000,34096,30
"132392",1000,34097,30
"132396",1000,34098,30
"132400",1000,34099,30
"132404",1000,34100,30
"132408",1000,34101,30
"132412",1000,34102,30
"132416",1000,34103,30
"132420",1000,34104,30
"132424",1000,34105,30
"132428",1000,34106,30
"132432",1000,34107,30
"132436",1000,34108,30
"132440",1000,34109,30
"132444",1000,34110,30
"132448",1000,34111,30
"132452",1000,34112,30
"132456",1000,34113,30
"132460",1000,34114,30
"132464",1000,34115,30
"132468",1000,34116,30
"132472",1000,34117,30
"132476",1000,34118,30
"132480",1000,34119,30
"132484",1000,34120,30
"132488",1000,34121,30
"132492",1000,34122,30
"132496",1000,34123,30
"132500",1000,34124,30
"132504",1000,34125,30
"132508",1000,34126,30
"132512",1000,34127,30
"132516",1000,34128,30
"132520",1000,34129,30
"132524",1000,34130,30
"132528",1000,34131,30
"132532",1000,34132,30
"132536",1000,34133,30
"132540",1000,34134,30
"132544",1000,34135,30
"132548",1000,34136,30
"132552",1000,34137,30
"132556",1000,34138,30
"132560",1000,34139,30
"132564",1000,34140,30
"132568",1000,34141,30
"132572",1000,34142,30
"132576",1000,34143,30
"132580",1000,34144,30
"132584",1000,34145,30
"132588",1000,34146,30
"132592",1000,34147,30
"132596",1000,34148,30
"132600",1000,34149,30
"132604",1000,34150,30
"132608",1000,34151,30
"132612",1000,34152,30
"132616",1000,34153,30
"132620",1000,34154,30
"132624",1000,34155,30
"132628",1000,34156,30
"132632",1000,34157,30
"132636",1000,34158,30
"132640",1000,34159,30
"132644",1000,34160,30
"132648",1000,34161,30
"132652",1000,34162,30
"132656",1000,34163,30
"132660",1000,34164,30
"132664",1000,34165,30
"132668",1000,34166,30
"132672",1000,34167,30
"132676",1000,34168,30
"132680",1000,34169,30
"132684",1000,34170,30
"132688",1000,34171,30
"132692",1000,34172,30
"132696",1000,34173,30
"132700",1000,34174,30
"132704",1000,34175,30
"132708",1000,34176,30
"132712",1000,34177,30
"132716",1000,34178,30
"132720",1000,34179,30
"132724",1000,34180,30
"132728",1000,34181,30
"132732",1000,34182,30
"132736",1000,34183,30
"132740",1000,34184,30
"132744",1000,34185,30
"132748",1000,34186,30
"132752",1000,34187,30
"132756",1000,34188,30
"132760",1000,34189,30
"132764",1000,34190,30
"132768",1000,34191,30
"132772",1000,34192,30
"132776",1000,34193,30
"132780",1000,34194,30
"132784",1000,34195,30
"132788",1000,34196,30
"132792",1000,34197,30
"132796",1000,34198,30
"132800",1000,34199,30
"132804",1000,34200,30
"132808",1000,34201,30
"132812",1000,34202,30
"132816",1000,34203,30
"132820",1000,34204,30
"132824",1000,34205,30
"132828",1000,34206,30
"132832",1000,34207,30
"132836",1000,34208,30
"132840",1000,34209,30
"132844",1000,34210,30
"132848",1000,34211,30
"132852",1000,34212,30
"132856",1000,34213,30
"132860",1000,34214,30
"132864",1000,34215,30
"132868",1000,34216,30
"132872",1000,34217,30
"132876",1000,34218,30
"132880",1000,34219,30
"132884",1000,34220,30
"132888",1000,34221,30
"132892",1000,34222,30
"132896",1000,34223,30
"132900",1000,34224,30
"132904",1000,34225,30
"132908",1000,34226,30
"132912",1000,34227,30
"132916",1000,34228,30
"132920",1000,34229,30
"132924",1000,34230,30
"132928",1000,34231,30
"132932",1000,34232,30
"132936",1000,34233,30
"132940",1000,34234,30
"132944",1000,34235,30
"132948",1000,34236,30
"132952",1000,34237,30
"132956",1000,34238,30
"132960",1000,34239,30
"132964",1000,34240,30
"132968",1000,34241,30
"132972",1000,34242,30
"132976",1000,34243,30
"132980",1000,34244,30
"132984",1000,34245,30
"132988",1000,34246,30
"132992",1000,34247,30
"132996",1000,34248,30
"133000",1000,34249,30
"133004",1000,34250,30
"133008",1000,34251,30
"133012",1000,34252,30
"133016",1000,34253,30
"133020",1000,34254,30
"133024",1000,34255,30
"133028",1000,34256,30
"133032",1000,34257,30
"133036",1000,34258,30
"133040",1000,34259,30
"133044",1000,34260,30
"133048",1000,34261,30
"133052",1000,34262,30
"133056",1000,34263,30
"133060",1000,34264,30
"133064",1000,34265,30
"133068",1000,34266,30
"133072",1000,34267,30
"133076",1000,34268,30
"133080",1000,34269,30
"133084",1000,34270,30
"133088",1000,34271,30
"133092",1000,34272,30
"133096",1000,34273,30
"133100",1000,34274,30
"133104",1000,34275,30
"133108",1000,34276,30
"133112",1000,34277,30
"133116",1000,34278,30
"133120",1000,34279,30
"133124",1000,34280,30
"133128",1000,34281,30
"133132",1000,34282,30
"133136",1000,34283,30
"133140",1000,34284,30
"133144",1000,34285,30
"133148",1000,34286,30
"133152",1000,34287,30
"133156",1000,34288,30
"133160",1000,34289,30
"133164",1000,34290,30
"133168",1000,34291,30
"133172",1000,34292,30
"133176",1000,34293,30
"133180",1000,34294,30
"133184",1000,34295,30
"133188",1000,34296,30
"133192",1000,34297,30
"133196",1000,34298,30
"133200",1000,34299,30
"133204",1000,34300,30
"133208",1000,34301,30
"133212",1000,34302,30
"133216",1000,34303,30
"133220",1000,34304,30
"133224",1000,34305,30
"133228",1000,34306,30
"133232",1000,34307,30
"133236",1000,34308,30
"133240",1000,34309,30
"133244",1000,34310,30
"133248",1000,34311,30
"133252",1000,34312,30
"133256",1000,34313,30
"133260",1000,34314,30
"133264",1000,34315,30
"133268",1000,34316,30
"133272",1000,34317,30
"133276",1000,34318,30
"133280",1000,34319,30
"133284",1000,34320,30
"133288",1000,34321,30
"133292",1000,34322,30
"133296",1000,34323,30
"133300",1000,34324,30
"133304",1000,34325,30
"133308",1000,34326,30
"133312",1000,34327,30
"133316",1000,34328,30
"133320",1000,34329,30
"133324",1000,34330,30
"133328",1000,34331,30
"133332",1000,34332,30
"133336",1000,34333,30
"133340",1000,34334,30
"133344",1000,34335,30
"133348",1000,34336,30
"133352",1000,34337,30
"133356",1000,34338,30
"133360",1000,34339,30
"133364",1000,34340,30
